timestamp,pwm,voltage,current,esc_temperature
146.9,1500,16.15,0.07,23.6
147.0,1500,16.15,0.05,23.6
147.1,1500,16.15,0.10,23.6
147.2,1500,16.15,0.03,23.6
147.3,1500,16.15,0.10,23.6
147.4,1500,16.15,0.06,23.6
147.5,1500,16.15,0.06,23.5
147.6,1500,16.15,0.10,23.6
147.7,1500,16.15,0.03,23.6
147.8,1500,16.15,0.11,23.6
147.9,1500,16.15,0.05,23.5
148.0,1500,16.15,0.07,23.5
148.1,1500,16.15,0.09,23.5
148.2,1500,16.15,0.03,23.6
148.3,1500,16.15,0.11,23.6
148.4,1500,16.15,0.04,23.5
148.5,1500,16.15,0.08,23.5
148.6,1500,16.15,0.08,23.5
148.7,1500,16.16,0.04,23.6
148.8,1500,16.16,0.11,23.5
148.9,1500,16.16,0.03,23.5
149.0,1500,16.16,0.09,23.5
149.1,1500,16.16,0.07,23.5
149.2,1500,16.16,0.05,23.5
149.3,1500,16.16,0.11,23.5
149.4,1500,16.17,0.03,23.5
149.5,1500,16.17,0.10,23.4
149.6,1500,16.17,0.06,23.5
149.7,1500,16.17,0.06,23.5
149.8,1500,16.18,0.10,23.5
149.9,1500,16.18,0.03,23.4
150.0,1500,16.18,0.11,23.4
150.1,1500,16.18,0.05,23.5
150.2,1500,16.18,0.07,23.5
150.3,1500,16.19,0.09,23.5
150.4,1500,16.19,0.03,23.4
150.5,1500,16.19,0.11,23.4
150.6,1500,16.19,0.04,23.4
150.7,1500,16.20,0.08,23.5
150.8,1500,16.20,0.08,23.4
150.9,1500,16.20,0.04,23.4
151.0,1500,16.20,0.11,23.4
151.1,1500,16.21,0.04,23.4
151.2,1500,16.21,0.09,23.4
151.3,1500,16.21,0.07,23.4
151.4,1500,16.21,0.05,23.3
151.5,1500,16.22,0.11,23.3
151.6,1500,16.22,0.03,23.4
151.7,1500,16.22,0.10,23.4
151.8,1500,16.22,0.06,23.4
151.9,1500,16.23,0.05,23.3
152.0,1500,16.23,0.10,23.3
152.1,1500,16.23,0.03,23.4
152.2,1500,16.23,0.10,23.4
152.3,1500,16.23,0.05,23.3
152.4,1500,16.23,0.06,23.3
152.5,1500,16.24,0.10,23.3
152.6,1500,16.24,0.03,23.4
152.7,1500,16.24,0.11,23.4
152.8,1500,16.24,0.04,23.3
152.9,1500,16.24,0.08,23.3
153.0,1500,16.24,0.09,23.3
153.1,1500,16.24,0.04,23.3
153.2,1500,16.25,0.11,23.3
153.3,1500,16.25,0.04,23.3
153.4,1500,16.25,0.09,23.2
153.5,1500,16.25,0.08,23.3
153.6,1500,16.25,0.04,23.3
153.7,1500,16.25,0.11,23.3
153.8,1500,16.25,0.03,23.2
153.9,1500,16.25,0.09,23.2
154.0,1500,16.25,0.07,23.3
154.1,1500,16.25,0.05,23.3
154.2,1500,16.25,0.10,23.3
154.3,1500,16.25,0.03,23.2
154.4,1500,16.25,0.10,23.2
154.5,1500,16.25,0.06,23.2
154.6,1500,16.25,0.06,23.3
154.7,1500,16.25,0.10,23.2
154.8,1500,16.24,0.03,23.2
154.9,1500,16.24,0.11,23.2
155.0,1500,16.24,0.05,23.2
155.1,1500,16.24,0.07,23.2
155.2,1500,16.24,0.09,23.2
155.3,1500,16.24,0.03,23.1
155.4,1500,16.24,0.11,23.1
155.5,1500,16.23,0.04,23.2
155.6,1500,16.23,0.08,23.2
155.7,1500,16.23,0.08,23.2
155.8,1500,16.23,0.04,23.1
155.9,1500,16.23,0.11,23.1
156.0,1500,16.22,0.03,23.2
156.1,1500,16.22,0.09,23.2
156.2,1500,16.22,0.07,23.1
156.3,1500,16.22,0.05,23.1
156.4,1500,16.22,0.11,23.1
156.5,1500,16.21,0.03,23.2
156.6,1500,16.21,0.10,23.2
156.7,1500,16.21,0.06,23.1
156.8,1500,16.21,0.06,23.1
156.9,1500,16.20,0.10,23.1
157.0,1500,16.20,0.03,23.1
157.1,1500,16.20,0.11,23.1
157.2,1500,16.20,0.05,23.1
157.3,1500,16.19,0.07,23.0
157.4,1500,16.19,0.09,23.1
157.5,1500,16.19,0.03,23.1
157.6,1500,16.19,0.11,23.1
157.7,1500,16.18,0.04,23.1
157.8,1500,16.18,0.08,23.0
157.9,1500,16.18,0.08,23.1
158.0,1500,16.18,0.04,23.1
158.1,1500,16.17,0.11,23.1
158.2,1500,16.17,0.04,23.0
158.3,1500,16.17,0.09,23.0
158.4,1500,16.17,0.07,23.0
158.5,1500,16.17,0.05,23.1
158.6,1500,16.16,0.11,23.1
158.7,1500,16.16,0.03,23.0
158.8,1500,16.16,0.10,23.0
158.9,1500,16.16,0.06,23.0
159.0,1500,16.16,0.05,23.1
159.1,1500,16.16,0.10,23.0
159.2,1500,16.16,0.03,23.0
159.3,1500,16.15,0.10,23.0
159.4,1500,16.15,0.05,23.0
159.5,1500,16.15,0.06,23.0
159.6,1500,16.15,0.10,23.0
159.7,1500,16.15,0.03,22.9
159.8,1500,16.15,0.11,22.9
159.9,1500,16.15,0.04,23.0
160.0,1800,15.86,22.21,23.1
160.1,1800,15.86,22.22,23.2
160.2,1800,15.86,22.17,23.2
160.3,1800,15.86,22.25,23.3
160.4,1800,15.86,22.17,23.4
160.5,1800,15.86,22.22,23.6
160.6,1800,15.86,22.21,23.6
160.7,1800,15.87,22.18,23.6
160.8,1800,15.87,22.25,23.7
160.9,1800,15.87,22.17,23.9
161.0,1800,15.87,22.23,24.0
161.1,1800,15.87,22.20,24.0
161.2,1800,15.87,22.19,24.1
161.3,1800,15.87,22.24,24.2
161.4,1800,15.87,22.17,24.3
161.5,1800,15.87,22.24,24.4
161.6,1800,15.88,22.19,24.5
161.7,1800,15.88,22.20,24.5
161.8,1800,15.88,22.24,24.6
161.9,1800,15.88,22.17,24.8
162.0,1800,15.88,22.24,24.9
162.1,1800,15.88,22.18,24.9
162.2,1800,15.89,22.21,25.0
162.3,1800,15.89,22.23,25.1
162.4,1800,15.89,22.17,25.2
162.5,1800,15.89,22.25,25.3
162.6,1800,15.90,22.18,25.3
162.7,1800,15.90,22.22,25.4
162.8,1800,15.90,22.22,25.5
162.9,1800,15.90,22.18,25.6
163.0,1800,15.90,22.25,25.7
163.1,1800,15.91,22.17,25.7
163.2,1800,15.91,22.23,25.8
163.3,1800,15.91,22.21,25.9
163.4,1800,15.91,22.19,26.1
163.5,1800,15.92,22.24,26.1
163.6,1800,15.92,22.17,26.2
163.7,1800,15.92,22.24,26.2
163.8,1800,15.92,22.20,26.4
163.9,1800,15.93,22.20,26.5
164.0,1800,15.93,22.24,26.6
164.1,1800,15.93,22.17,26.6
164.2,1800,15.93,22.24,26.7
164.3,1800,15.94,22.19,26.8
164.4,1800,15.94,22.21,26.9
164.5,1800,15.94,22.23,27.0
164.6,1800,15.94,22.17,27.0
164.7,1800,15.94,22.25,27.1
164.8,1800,15.95,22.18,27.2
164.9,1800,15.95,22.22,27.3
165.0,1800,15.95,22.22,27.4
165.1,1800,15.95,22.18,27.4
165.2,1800,15.95,22.25,27.5
165.3,1800,15.95,22.17,27.6
165.4,1800,15.96,22.23,27.8
165.5,1800,15.96,22.21,27.8
165.6,1800,15.96,22.18,27.8
165.7,1800,15.96,22.25,27.9
165.8,1800,15.96,22.17,28.1
165.9,1800,15.96,22.24,28.2
166.0,1800,15.96,22.20,28.2
166.1,1800,15.96,22.19,28.2
166.2,1800,15.96,22.24,28.3
166.3,1800,15.96,22.17,28.5
166.4,1800,15.96,22.24,28.6
166.5,1800,15.96,22.19,28.6
166.6,1800,15.96,22.20,28.6
166.7,1800,15.96,22.23,28.7
166.8,1800,15.96,22.17,28.9
166.9,1800,15.96,22.25,29.0
167.0,1800,15.96,22.18,29.0
167.1,1800,15.96,22.21,29.0
167.2,1800,15.96,22.22,29.2
167.3,1800,15.96,22.17,29.3
167.4,1800,15.96,22.25,29.4
167.5,1800,15.96,22.17,29.4
167.6,1800,15.96,22.22,29.4
167.7,1800,15.96,22.21,29.6
167.8,1800,15.95,22.18,29.7
167.9,1800,15.95,22.25,29.8
168.0,1800,15.95,22.17,29.8
168.1,1800,15.95,22.23,29.8
168.2,1800,15.95,22.20,30.0
168.3,1800,15.94,22.19,30.1
168.4,1800,15.94,22.24,30.1
168.5,1800,15.94,22.17,30.2
168.6,1800,15.94,22.24,30.2
168.7,1800,15.94,22.19,30.4
168.8,1800,15.93,22.20,30.5
168.9,1800,15.93,22.24,30.5
169.0,1800,15.93,22.17,30.6
169.1,1800,15.93,22.24,30.6
169.2,1800,15.92,22.18,30.8
169.3,1800,15.92,22.21,30.9
169.4,1800,15.92,22.23,30.9
169.5,1800,15.92,22.17,30.9
169.6,1800,15.91,22.25,31.0
169.7,1800,15.91,22.18,31.2
169.8,1800,15.91,22.22,31.3
169.9,1800,15.91,22.22,31.3
170.0,1800,15.90,22.18,31.3
170.1,1800,15.90,22.25,31.4
170.2,1800,15.90,22.17,31.6
170.3,1800,15.90,22.23,31.6
170.4,1800,15.90,22.21,31.7
170.5,1800,15.89,22.19,31.7
170.6,1800,15.89,22.24,31.8
170.7,1800,15.89,22.17,31.9
170.8,1800,15.89,22.24,32.0
170.9,1800,15.88,22.20,32.1
171.0,1800,15.88,22.20,32.1
171.1,1800,15.88,22.24,32.2
171.2,1800,15.88,22.17,32.3
171.3,1800,15.88,22.24,32.4
171.4,1800,15.88,22.19,32.4
171.5,1800,15.87,22.21,32.5
171.6,1800,15.87,22.23,32.6
171.7,1800,15.87,22.17,32.7
171.8,1800,15.87,22.25,32.8
171.9,1800,15.87,22.18,32.8
172.0,1800,15.87,22.22,32.8
172.1,1800,15.87,22.22,33.0
172.2,1800,15.87,22.18,33.1
172.3,1800,15.87,22.25,33.1
172.4,1800,15.86,22.17,33.2
172.5,1800,15.86,22.23,33.2
172.6,1800,15.86,22.21,33.3
172.7,1800,15.86,22.18,33.5
172.8,1800,15.86,22.25,33.5
172.9,1800,15.86,22.17,33.5
173.0,1800,15.86,22.24,33.6
173.1,1800,15.86,22.20,33.7
173.2,1800,15.86,22.19,33.8
173.3,1800,15.87,22.24,33.9
173.4,1800,15.87,22.17,33.9
173.5,1800,15.87,22.24,34.0
173.6,1800,15.87,22.19,34.1
173.7,1800,15.87,22.20,34.2
173.8,1800,15.87,22.23,34.2
173.9,1800,15.87,22.17,34.2
174.0,1800,15.87,22.25,34.3
174.1,1800,15.87,22.18,34.4
174.2,1800,15.88,22.21,34.6
174.3,1800,15.88,22.22,34.6
174.4,1800,15.88,22.17,34.6
174.5,1800,15.88,22.25,34.7
174.6,1800,15.88,22.17,34.8
174.7,1800,15.88,22.22,34.9
174.8,1800,15.89,22.21,34.9
174.9,1800,15.89,22.18,35.0
175.0,1800,15.89,22.25,35.0
175.1,1800,15.89,22.17,35.2
175.2,1800,15.90,22.23,35.3
175.3,1800,15.90,22.20,35.3
175.4,1800,15.90,22.19,35.3
175.5,1800,15.90,22.24,35.4
175.6,1800,15.91,22.17,35.5
175.7,1800,15.91,22.24,35.6
175.8,1800,15.91,22.19,35.6
175.9,1800,15.91,22.20,35.7
176.0,1800,15.92,22.24,35.8
176.1,1800,15.92,22.17,35.9
176.2,1800,15.92,22.24,36.0
176.3,1800,15.92,22.18,36.0
176.4,1800,15.93,22.21,36.0
176.5,1800,15.93,22.23,36.1
176.6,1800,15.93,22.17,36.2
176.7,1800,15.93,22.25,36.3
176.8,1800,15.93,22.18,36.3
176.9,1800,15.94,22.22,36.4
177.0,1800,15.94,22.22,36.5
177.1,1800,15.94,22.18,36.6
177.2,1800,15.94,22.25,36.7
177.3,1800,15.95,22.17,36.7
177.4,1800,15.95,22.23,36.7
177.5,1800,15.95,22.21,36.8
177.6,1800,15.95,22.19,36.9
177.7,1800,15.95,22.24,37.0
177.8,1800,15.95,22.17,37.0
177.9,1800,15.96,22.24,37.1
178.0,1800,15.96,22.20,37.2
178.1,1800,15.96,22.20,37.3
178.2,1800,15.96,22.24,37.3
178.3,1800,15.96,22.17,37.3
178.4,1800,15.96,22.24,37.4
178.5,1800,15.96,22.19,37.5
178.6,1800,15.96,22.21,37.6
178.7,1800,15.96,22.23,37.7
178.8,1800,15.96,22.17,37.7
178.9,1800,15.96,22.25,37.7
179.0,1800,15.96,22.18,37.9
179.1,1800,15.96,22.22,38.0
179.2,1800,15.96,22.22,38.0
179.3,1800,15.96,22.18,38.0
179.4,1800,15.96,22.25,38.1
179.5,1800,15.96,22.17,38.2
179.6,1800,15.96,22.23,38.3
179.7,1800,15.96,22.21,38.3
179.8,1800,15.96,22.18,38.3
179.9,1800,15.96,22.25,38.4
180.0,1800,15.96,22.17,38.5
180.1,1800,15.96,22.24,38.6
180.2,1800,15.96,22.20,38.6
180.3,1800,15.95,22.19,38.7
180.4,1800,15.95,22.24,38.8
180.5,1800,15.95,22.17,38.9
180.6,1800,15.95,22.24,39.0
180.7,1800,15.95,22.19,39.0
180.8,1800,15.95,22.20,39.0
180.9,1800,15.94,22.23,39.1
181.0,1800,15.94,22.17,39.2
181.1,1800,15.94,22.25,39.3
181.2,1800,15.94,22.18,39.3
181.3,1800,15.94,22.21,39.3
181.4,1800,15.93,22.22,39.4
181.5,1800,15.93,22.17,39.5
181.6,1800,15.93,22.25,39.6
181.7,1800,15.93,22.17,39.6
181.8,1800,15.92,22.22,39.6
181.9,1800,15.92,22.21,39.8
182.0,1800,15.92,22.18,39.9
182.1,1800,15.92,22.25,39.9
182.2,1800,15.91,22.17,39.9
182.3,1800,15.91,22.23,40.0
182.4,1800,15.91,22.20,40.1
182.5,1800,15.91,22.19,40.2
182.6,1800,15.90,22.24,40.2
182.7,1800,15.90,22.17,40.2
182.8,1800,15.90,22.24,40.3
182.9,1800,15.90,22.19,40.4
183.0,1800,15.89,22.20,40.5
183.1,1800,15.89,22.24,40.5
183.2,1800,15.89,22.17,40.5
183.3,1800,15.89,22.24,40.6
183.4,1800,15.89,22.18,40.7
183.5,1800,15.88,22.21,40.8
183.6,1800,15.88,22.23,40.9
183.7,1800,15.88,22.17,40.9
183.8,1800,15.88,22.25,40.9
183.9,1800,15.88,22.18,41.0
184.0,1800,15.87,22.22,41.1
184.1,1800,15.87,22.22,41.2
184.2,1800,15.87,22.18,41.2
184.3,1800,15.87,22.25,41.2
184.4,1800,15.87,22.17,41.4
184.5,1800,15.87,22.23,41.4
184.6,1800,15.87,22.21,41.5
184.7,1800,15.87,22.19,41.5
184.8,1800,15.87,22.24,41.6
184.9,1800,15.86,22.17,41.7
185.0,1800,15.86,22.24,41.8
185.1,1800,15.86,22.20,41.8
185.2,1800,15.86,22.20,41.8
185.3,1800,15.86,22.24,41.9
185.4,1800,15.86,22.17,42.0
185.5,1800,15.86,22.24,42.1
185.6,1800,15.86,22.19,42.1
185.7,1800,15.86,22.21,42.1
185.8,1800,15.86,22.23,42.2
185.9,1800,15.87,22.17,42.3
186.0,1800,15.87,22.25,42.4
186.1,1800,15.87,22.18,42.4
186.2,1800,15.87,22.22,42.4
186.3,1800,15.87,22.22,42.5
186.4,1800,15.87,22.18,42.6
186.5,1800,15.87,22.25,42.7
186.6,1800,15.87,22.17,42.7
186.7,1800,15.87,22.23,42.7
186.8,1800,15.88,22.21,42.8
186.9,1800,15.88,22.18,42.9
187.0,1800,15.88,22.25,42.9
187.1,1800,15.88,22.17,42.9
187.2,1800,15.88,22.24,43.0
187.3,1800,15.89,22.20,43.1
187.4,1800,15.89,22.19,43.2
187.5,1800,15.89,22.24,43.2
187.6,1800,15.89,22.17,43.2
187.7,1800,15.89,22.24,43.3
187.8,1800,15.90,22.19,43.4
187.9,1800,15.90,22.20,43.5
188.0,1800,15.90,22.23,43.5
188.1,1800,15.90,22.17,43.5
188.2,1800,15.91,22.25,43.6
188.3,1800,15.91,22.18,43.7
188.4,1800,15.91,22.21,43.8
188.5,1800,15.91,22.22,43.8
188.6,1800,15.92,22.17,43.8
188.7,1800,15.92,22.25,43.9
188.8,1800,15.92,22.17,44.0
188.9,1800,15.92,22.22,44.1
189.0,1800,15.93,22.21,44.1
189.1,1800,15.93,22.18,44.1
189.2,1800,15.93,22.25,44.2
189.3,1800,15.93,22.17,44.3
189.4,1800,15.94,22.23,44.4
189.5,1800,15.94,22.20,44.4
189.6,1800,15.94,22.19,44.4
189.7,1800,15.94,22.24,44.5
189.8,1800,15.94,22.17,44.6
189.9,1800,15.95,22.24,44.7
190.0,1500,16.23,0.06,44.6
190.1,1500,16.23,0.06,44.5
190.2,1500,16.24,0.10,44.5
190.3,1500,16.24,0.03,44.5
190.4,1500,16.24,0.11,44.5
190.5,1500,16.24,0.05,44.4
190.6,1500,16.24,0.07,44.3
190.7,1500,16.24,0.09,44.3
190.8,1500,16.24,0.03,44.3
190.9,1500,16.25,0.11,44.3
191.0,1500,16.25,0.04,44.2
191.1,1500,16.25,0.08,44.1
191.2,1500,16.25,0.08,44.1
191.3,1500,16.25,0.04,44.1
191.4,1500,16.25,0.11,44.1
191.5,1500,16.25,0.03,44.0
191.6,1500,16.25,0.09,43.9
191.7,1500,16.25,0.07,44.0
191.8,1500,16.25,0.05,44.0
191.9,1500,16.25,0.11,43.9
192.0,1500,16.25,0.03,43.8
192.1,1500,16.25,0.10,43.8
192.2,1500,16.25,0.06,43.8
192.3,1500,16.25,0.06,43.8
192.4,1500,16.25,0.10,43.7
192.5,1500,16.24,0.03,43.6
192.6,1500,16.24,0.11,43.6
192.7,1500,16.24,0.05,43.6
192.8,1500,16.24,0.07,43.6
192.9,1500,16.24,0.09,43.5
193.0,1500,16.24,0.03,43.5
193.1,1500,16.24,0.11,43.4
193.2,1500,16.23,0.04,43.4
193.3,1500,16.23,0.08,43.4
193.4,1500,16.23,0.08,43.4
193.5,1500,16.23,0.04,43.3
193.6,1500,16.23,0.11,43.2
193.7,1500,16.22,0.04,43.3
193.8,1500,16.22,0.09,43.3
193.9,1500,16.22,0.07,43.2
194.0,1500,16.22,0.05,43.1
194.1,1500,16.22,0.11,43.1
194.2,1500,16.21,0.03,43.1
194.3,1500,16.21,0.10,43.1
194.4,1500,16.21,0.06,43.0
194.5,1500,16.21,0.05,42.9
194.6,1500,16.20,0.10,42.9
194.7,1500,16.20,0.03,42.9
194.8,1500,16.20,0.10,42.9
194.9,1500,16.20,0.05,42.8
195.0,1500,16.19,0.06,42.7
195.1,1500,16.19,0.10,42.7
195.2,1500,16.19,0.03,42.8
195.3,1500,16.19,0.11,42.7
195.4,1500,16.18,0.04,42.6
195.5,1500,16.18,0.08,42.6
195.6,1500,16.18,0.09,42.6
195.7,1500,16.18,0.04,42.6
195.8,1500,16.17,0.11,42.6
195.9,1500,16.17,0.04,42.5
196.0,1500,16.17,0.09,42.4
196.1,1500,16.17,0.08,42.4
196.2,1500,16.17,0.04,42.4
196.3,1500,16.16,0.11,42.4
196.4,1500,16.16,0.03,42.3
196.5,1500,16.16,0.09,42.2
196.6,1500,16.16,0.07,42.3
196.7,1500,16.16,0.05,42.3
196.8,1500,16.16,0.10,42.2
196.9,1500,16.16,0.03,42.1
197.0,1500,16.15,0.10,42.1
197.1,1500,16.15,0.06,42.1
197.2,1500,16.15,0.06,42.1
197.3,1500,16.15,0.10,42.0
197.4,1500,16.15,0.03,42.0
197.5,1500,16.15,0.11,41.9
197.6,1500,16.15,0.05,41.9
197.7,1500,16.15,0.07,41.9
197.8,1500,16.15,0.09,41.9
197.9,1500,16.15,0.03,41.8
198.0,1500,16.15,0.11,41.8
198.1,1500,16.15,0.04,41.8
198.2,1500,16.15,0.08,41.8
198.3,1500,16.15,0.08,41.7
198.4,1500,16.15,0.04,41.6
198.5,1500,16.15,0.11,41.6
198.6,1500,16.15,0.03,41.6
198.7,1500,16.15,0.09,41.6
198.8,1500,16.15,0.07,41.5
198.9,1500,16.15,0.05,41.5
199.0,1500,16.16,0.11,41.4
199.1,1500,16.16,0.03,41.5
199.2,1500,16.16,0.10,41.5
199.3,1500,16.16,0.06,41.4
199.4,1500,16.16,0.06,41.3
199.5,1500,16.16,0.10,41.3
199.6,1500,16.17,0.03,41.3
199.7,1500,16.17,0.11,41.3
199.8,1500,16.17,0.05,41.2
199.9,1500,16.17,0.07,41.1
